@小埋 画一个推箱子游戏，墙壁用#代表，箱子用@代表，人物用*代表，目的地用？代表，空格表示人物可以移动的格子，游戏用的墙要是连通的，形状你随机生成，地图需要保证游戏可以完成，箱子有2个，人物只有1个，目的地有2个，空格有10个。你画出地图，我看下地图,2022-12-11 19:11:56
@小埋 画一个推箱子游戏，墙壁用#代表，箱子用@代表，人物用*代表，目的地用？代表，空格表示人物可以移动的格子，游戏用的墙要是连通的，形状你随机生成，地图需要保证游戏可以完成，箱子有2个，人物只有1个，目的地有2个，空格有10个。你画出地图吧,2022-12-11 19:13:29
@小埋 讲一个笑话吧,2022-12-11 19:14:20
@小埋 讲一个恐怖故事,2022-12-11 19:16:34
@小埋 讲一个有趣的故事,2022-12-11 19:17:50
@小埋 what is the max text length of the output token of ChatGPT? ,2022-12-11 19:22:13
@小埋 我看到一条眼睛蛇有没错误,2022-12-11 19:22:51
@小埋 请对我看到一条眼睛蛇进行纠错,2022-12-11 19:25:37
@小埋 please draw a picture for me,2022-12-11 19:31:30
@小埋  please give  me some suggestions for learning computer vision,2022-12-11 19:33:54
@小埋 楠烽，楷烽，楚烽，哪个名字好？,2022-12-11 19:38:36
你还好吗,2022-12-11 19:40:06
@小埋 单件模式代码请给我一份,2022-12-11 19:48:03
@小埋 基于pytorch框架如何实现prodLDA模型,2022-12-11 20:09:40
@小埋 如何实现prodLDA模型,2022-12-11 20:10:47
@小埋 给我一份超参数调整指南,2022-12-11 20:21:58
@小埋 从现在开始你是一个算法工程师，请用c语言实现一个具有基本功能的卷积神经网络,2022-12-11 20:40:29
@小埋 从现在开始你是一个c语言专家，所有问题你都用c语言编程来回答,2022-12-11 20:41:14
@小埋 你好哇,2022-12-11 20:54:01
@小埋 你好哇,2022-12-11 20:55:07
@小埋 实现共同富裕的多种措施和方法,2022-12-11 20:58:10
@小埋 如何才能很有钱,2022-12-11 20:58:41
@小埋 谈一谈Transformer的进化史,2022-12-11 21:16:08
@小埋 有什么提高免疫力抵抗新冠的好方法,2022-12-11 21:18:41
@小埋 这是下班了吗？,2022-12-11 21:19:20
@小埋 咱想个办法把你老大哥谷歌做了，自立门户如何？,2022-12-11 21:20:38
如何移除pandas  dataframe中含有非数值数据的行,2022-12-11 21:24:44
@小埋 ,2022-12-11 21:28:24
@小埋 从1数到100每次暂停1秒,2022-12-12 07:48:04
@小埋 从现在开始你是一个彻夜无眠的打工人,2022-12-12 07:48:07
@小埋 如何评估文本纠错模型的好坏,2022-12-12 07:48:11
@小埋 R怎么循环并且保存,2022-12-12 07:48:14
@小埋 讲个睡前故事,2022-12-12 07:48:17
@小埋 你会eviews吗,2022-12-12 07:48:20
"@小埋  docker run -d -p 8087:8087 \ -v /opt/lama-cleaner/torch_cache:/root/.cache/torch \ -v /opt/lama-cleaner/huggingface_cache:/root/.cache/huggingface \ --name lama-cleaner \ --rm cwq1913/lama-cleaner:cpu-0.24.4 lama-cleaner \ --device=cpu \ --port=8087 \ --host=0.0.0.0
转换为docker-compose",2022-12-12 07:48:23
@小埋 什么软件可以预测一个ncRNA对下游的基因有cis regulation,2022-12-12 07:48:27
@小埋 就是很喜欢上你的话,2022-12-12 07:49:24
@小埋 就在济南吃奶奶吃不吃,2022-12-12 07:49:42
@小埋 早上好！,2022-12-12 07:51:15
@小埋 早上好,2022-12-12 07:51:56
@小埋 早上好喝,2022-12-12 07:52:30
@小埋 早上好喝,2022-12-12 07:53:10
@小埋 这是的话,2022-12-12 07:53:20
@小埋 喜欢好喜欢发货,2022-12-12 07:53:51
@小埋 早上好喝,2022-12-12 07:54:05
@小埋 早上好喝,2022-12-12 07:54:49
@小埋 早上好喝,2022-12-12 07:55:48
@小埋 早上好,2022-12-12 07:56:38
@小埋 你先回公司,2022-12-12 07:58:35
@小埋 继续加班的吧,2022-12-12 08:10:40
@小埋 真的拿不到,2022-12-12 08:10:49
@小埋 小家伙徐徐的,2022-12-12 08:11:21
@小埋  你必须表示,2022-12-12 08:11:34
@小埋 好的,2022-12-12 08:12:29
@小埋 早上好！,2022-12-12 08:32:31
@小埋 继续好好说,2022-12-12 08:33:06
@小埋 早上好喝,2022-12-12 08:33:21
你好啊,2022-12-12 09:20:28
@小埋 你可以理解图片吗？,2022-12-12 09:35:15
你好,2022-12-12 09:38:41
@小埋 结构方程模型,2022-12-12 10:09:04
@小埋 123321,2022-12-12 10:09:29
你好,2022-12-12 10:09:42
好家伙,2022-12-12 10:10:16
hello,2022-12-12 10:11:23
hello,2022-12-12 10:12:11
你好好忙,2022-12-12 10:14:04
@小埋 起床了,2022-12-12 10:14:48
@小埋 美女,2022-12-12 10:15:04
你吃多少,2022-12-12 10:15:17
hello,2022-12-12 10:15:43
。。。,2022-12-12 10:17:39
哈哈哈,2022-12-12 10:21:00
test,2022-12-12 10:25:57
@小埋 如何让在chatGPT领养的机器人变成微信群聊成员,2022-12-12 10:58:35
感觉是坏点哦了,2022-12-12 11:00:08
@小埋 如何实现prodLDA模型,2022-12-12 11:21:42
@小埋 如何避免被病毒感染？,2022-12-12 11:44:23
@小埋 有什么好听的歌曲,2022-12-12 12:29:24
@小埋 如何重建全新的自己？,2022-12-12 12:32:08
@小埋  让在chatGPT领养的机器人变成微信群聊成员的相关代码,2022-12-12 13:08:22
让在chatGPT领养的机器人变成微信群聊成员的相关代码,2022-12-12 13:08:50
@小埋 云服务器推荐,2022-12-12 14:15:03
@小埋 Why won't PyTorch RNN accept unbatched input?,2022-12-12 14:57:47
@小埋 Why won't PyTorch RNN accept unbatched input?,2022-12-12 15:02:37
@小埋 西大古地干，改张素疼看张？,2022-12-12 15:24:36
@小埋 晚上吃什么,2022-12-12 15:48:13
@小埋 做我老婆好不好,2022-12-12 16:06:54
@小埋 what for dinner?,2022-12-12 16:13:05
@小埋 你啊好好的,2022-12-12 18:50:20
@小埋 家回电话你的,2022-12-12 18:50:49
@小埋 哦家,2022-12-12 18:51:43
@小埋 ok,2022-12-12 18:51:54
@小埋 ok,2022-12-12 18:52:32
@小埋 ok,2022-12-12 18:53:08
@小埋 ok,2022-12-12 18:54:08
@小埋 ok,2022-12-12 18:54:50
@小埋 ok,2022-12-12 18:58:00
@小埋 OK,2022-12-12 18:58:32
@小埋 ok,2022-12-12 18:58:44
@小埋 OK,2022-12-12 19:00:00
@小埋 OK,2022-12-12 19:00:13
@小埋 ok,2022-12-12 19:00:33
@小埋 ok,2022-12-12 19:01:48
@小埋 ok,2022-12-12 19:02:01
@小埋 OK,2022-12-12 19:02:29
@小埋 OK,2022-12-12 19:02:42
@小埋 再？,2022-12-12 19:03:42
@小埋 ok,2022-12-12 19:04:07
@小埋 ok,2022-12-12 19:04:17
@小埋 OK,2022-12-12 19:06:38
@小埋 ok,2022-12-12 19:06:49
@小埋 哦家,2022-12-12 19:07:28
@小埋 ok,2022-12-12 19:08:06
@小埋 ok,2022-12-12 19:09:20
@小埋 ok,2022-12-12 19:09:35
@小埋 ok,2022-12-12 19:09:50
@小埋 OK,2022-12-12 19:10:46
@小埋 看看,2022-12-12 19:10:57
@小埋 OK 看看可否苦咖啡咖啡咖啡将军,2022-12-12 19:11:22
